KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pdaTP_0im80,"A neutron star is the collapsed core of a giant star which before collapse had a total mass of between 10 and 29 solar masses. Neutron stars are the smallest and densest stars, excluding black holes, hypothetical white holes, quark stars and strange stars. Neutron stars have a radius on the order of 10 kilometres (6.2 mi) and a mass of about 1.4 solar masses. They result from the supernova explosion of a massive star, combined with gravitational collapse, that compresses the core past white dwarf star density to that of atomic nuclei.\n\nSpectral Class: N\nType: Neutron Star\nGalaxy Probability: 0.00625\nSize Class: 7\nSurface Temperature: 10000000 - 100000000 K\nMass: 2x solar sun masses\nRadius: 0.00004x solar sun radii\nLuminosity: n/a\nLifespan: 400 billion years\nHabitable zone: 109 - 144 AU\n\n[i]Note: Currently it is not possible to fly into the atmosphere of any sun-type or other celestial bodies.[/i]",,,,,,,,,,中子星是一颗大质量恒星（坍缩前总质量在10至29倍太阳质量之间）坍缩后的核心。中子星是除黑洞、假设的白洞、夸克星和奇异星外最小、最致密的恒星。中子星的半径约为10公里（6.2英里），质量约为1.4倍太阳质量。它们由大质量恒星的超新星爆发结合引力坍缩形成，将核心压缩到超过白矮星密度，达到原子核密度。\n\n光谱类型：N\n类型：中子星\n星系概率：0.00625\n尺寸等级：7\n表面温度：10000000 - 100000000 K\n质量：2倍太阳质量\n半径：0.00004倍太阳半径\n光度：不适用\n寿命：4000亿年\n宜居带：109 - 144 AU\n\n[i]注意：目前无法在任何恒星或其他天体的大气层中着陆或飞行。[/i],,,,,,
pdaTP_SoMGh,Spectral Class: N (Neutron Star),,,,,,,,,,光谱类型：N（中子星）,,,,,,
pdaTP_48CKW,New Star type discovered!,,,,,,,,,,发现新恒星类型！,,,,,,
pdaTP_qGmCK,... Analysing Data ...,,,,,,,,,,... 分析数据中 ...,,,,,,
pdaTP_CaYaO,"A black hole is a region of spacetime exhibiting gravitational acceleration so strong that nothing—no particles or even electromagnetic radiation such as light—can escape from it. The theory of general relativity predicts that a sufficiently compact mass can deform spacetime to form a black hole. The boundary of the region from which no escape is possible is called the event horizon. Although the event horizon has an enormous effect on the fate and circumstances of an object crossing it, no locally detectable features appear to be observed.\n\nSpectral Class: BH\nType: Black Hole\nGalaxy Probability: 0.003125\nSize Class: n/a\nSurface Temperature: n/a\nMass: n/a\nRadius: n/a\nLuminosity: n/a\nLifespan: 900 billion years\nHabitable zone: 109 - 144 AU\n\n[i]Note: Currently it is not possible to fly into the atmosphere of any sun-type or other celestial bodies.[/i]",,,,,,,,,,黑洞是时空中的一个区域，其引力加速度极强，以至于没有任何东西——无论是粒子还是诸如光之类的电磁辐射——能够逃脱。广义相对论预测，足够致密的质量可以扭曲时空形成黑洞。这个无法逃脱的区域边界称为事件视界。尽管事件视界对穿越它的物体的命运和状况有巨大影响，但并未观测到任何局部可探测的特征。\n\n光谱类型：BH\n类型：黑洞\n星系概率：0.003125\n尺寸等级：不适用\n表面温度：不适用\n质量：不适用\n半径：不适用\n光度：不适用\n寿命：9000亿年\n宜居带：109 - 144 AU\n\n[i]注意：目前无法在任何恒星或其他天体的大气层中着陆或飞行。[/i],,,,,,
pdaTP_SS4SC,Psudo Spectral Class: Black Hole,,,,,,,,,,伪光谱类型：黑洞,,,,,,
pdaTP_iee8Sa8,This is you first visit to this Class of Star!\n\nCheck the Empyriopedia (F1) for more information about this Stella type and the benefits of exploring the galaxy!,,,,,,,,,,这是你首次造访此类恒星！\n\n查看帝国百科（F1）获取关于此类恒星类型的更多信息以及探索星系的益处！,,,,,,
pdaTP_KCeSe,New Star type discovered!,,,,,,,,,,发现新恒星类型！,,,,,,
pdaTP_QeOGW,... Analysing Data ...,,,,,,,,,,... 分析数据中 ...,,,,,,
pdaTP_e0qGK,"Green suns cannot exist in this dimension of space, yet they can be found throughout the galaxy. Stay alert when warping into their sector!\n\nSpectral Class: O1a\nType: Green Giant\nGalaxy Probability: n/a\nSize Class: 12\nSurface Temperature: 30000 - 50000 K\nMass: 40x solar sun masses\nRadius: 18x solar sun radii\nLuminosity: 500000x solar sun\nLifespan: 0.01 billion years\nHabitable zone: 109 - 144 AU\n\n[i]Note: Currently it is not possible to fly into the atmosphere of any sun-type or other celestial bodies.[/i]",,,,,,,,,,绿色太阳无法存在于这个空间维度中，但它们却遍布整个星系。翘曲进入它们所在的星区时请保持警惕！\n\n光谱类型：O1a\n类型：绿色巨星\n星系概率：不适用\n尺寸等级：12\n表面温度：30000 - 50000 K\n质量：40倍太阳质量\n半径：18倍太阳半径\n光度：500000倍太阳光度\n寿命：1亿年\n宜居带：109 - 144 AU\n\n[i]注意：目前无法在任何恒星或其他天体的大气层中飞行。[/i],,,,,,
pdaTP_mBau8,Spectral Class:  Irregular Green Sun,,,,,,,,,,光谱类型：不规则绿色太阳,,,,,,
pdaTP_OC4SuKW,This is you first visit to this Class of Star!\n\nCheck the Empyriopedia (F1) for more information about this Stella type and the benefits of exploring the galaxy!,,,,,,,,,,这是你首次造访此类恒星！\n\n查看帝国百科（F1）获取关于此类恒星类型的更多信息以及探索星系的益处！,,,,,,
pdaTP_CmquG,New Star type discovered!,,,,,,,,,,发现新恒星类型！,,,,,,
pdaTP_GacaC,... Analysing Data ...,,,,,,,,,,... 分析数据中 ...,,,,,,
pdaTP_4WeOm,"A giant celestial body with a density lower than earth, but not heavy enough for igniting a solar fusion process. Still this gas giant dominates the solar system they can be found in.\n\nPrimary gases: helium, hydrogen\nSolid terrain: unknown\nSolid core: unknown\n\n[i]Note: Currently it is not possible to land or fly into the atmosphere on any of the gas giants.[/i]",,,,,,,,,,一个密度低于地球但不足以引发太阳聚变过程的巨大天体。尽管如此，这个气态巨行星在它们所在的太阳系中占据主导地位。\n\n主要气体：氦、氢\n固体地形：未知\n固体核心：未知\n\n[i]注意：目前无法在任何气态巨行星上着陆或飞入其大气层。[/i],,,,,,
pdaTP_WWQCe,Other celestial bodies,,,,,,,,,,其他天体,,,,,,
pdaTP_OuG0N,Gas Giant - Jovian Type,,,,,,,,,,气态巨行星 - 类木型,,,,,,
pdaZA_KSCGaeK,Congratulations! You discovered a new type of Planetary Type:\n\nCheck the Empyriopedia (F1) for more information about this system space and the benefits of exploring the galaxy!,,,,,,,,,,恭喜！你发现了一种新的行星类型：\n\n查看帝国百科（F1）获取关于此星系空间的更多信息以及探索星系的益处！,,,,,,
pdaTP_8eue3,New Planetary type discovered!,,,,,,,,,,发现新行星类型！,,,,,,
pdaTP_0U28O,... Analysing Data ...,,,,,,,,,,... 分析数据中 ...,,,,,,
pdaTP_4Cqqq,==,,,,,,,,,,==,,,,,,
pdaTP_S0mCi,Gas Giant - Saturnian Type,,,,,,,,,,气态巨行星 - 土星型,,,,,,
pdaTP_uqudO,New Planetary type discovered!,,,,,,,,,,发现新行星类型！,,,,,,
pdaTP_CKCuk,... Analysing Data ...,,,,,,,,,,... 分析数据中 ...,,,,,,
pdaTP_0e0uK,==,,,,,,,,,,==,,,,,,
pdaTP_8KWKW,"Easily identifiable by their rings, Saturn-type gas giants are an awesome point of interest in any solar system.\n\nPrimary gases: helium, hydrogen\nSolid terrain: unknown\nSolid core: unknown\n\n[i]Note: Currently it is not possible to land or fly into the atmosphere on any of the gas giants.[/i]",,,,,,,,,,因其光环而易于识别，土星型气态巨行星是任何太阳系中令人惊叹的景点。\n\n主要气体：氦、氢\n固体地形：未知\n固体核心：未知\n\n[i]注意：目前无法在任何气态巨行星上着陆或飞入其大气层。[/i],,,,,,
pdaTP_useOa,"The Neptun-type planets are often called 'gas giants' but basically they are better categorized as 'ice giants' as one of their main components is water in a supercritical fluid state. They are also a different category of gas planets because, in opposite to Jupiter and Saturn types, their constituent compounds were solids when they formed. Some of those planets may still have a solid surface like other so called 'rocky planets'. Their atmosphere is a lot different to any of these planets of course.\n\nPrimary gases: water (supercritical fluid state), ammonia, methane\nSolid terrain: possible\nSolid core: likely\n\n[i]Note: Currently it is not possible to land or fly into the atmosphere on any of the gas giants.[/i]",,,,,,,,,,海王星型行星通常被称为“气态巨行星”，但更准确地说应归类为“冰巨星”，因为其主要成分之一是处于超临界流体态的水。它们也属于不同类别的气态行星，与木星型和土星型相反，其组成化合物在形成时是固态。其中一些行星可能仍然拥有类似所谓“岩石行星”的固态表面。当然，它们的大气层与这些行星截然不同。\n\n主要气体：水（超临界流体态）、氨、甲烷\n固态地形：可能存在\n固态核心：很可能存在\n\n[i]注意：目前无法在任何气态巨行星上着陆或进入其大气层。[/i],,,,,,
pdaZA_SqSqSu4,Gas Giant - Neptunian Type,,,,,,,,,,气态巨行星 - 海王星型,,,,,,
pdaZA_8SRO84e,Congratulations! You discovered a new type of Planetary Type:\n\nCheck the Empyriopedia (F1) for more information about this system space and the benefits of exploring the galaxy!,,,,,,,,,,恭喜！你发现了一种新的行星类型：\n\n请查看帝国百科（F1）了解关于此星系空间的更多信息以及探索银河的好处！,,,,,,
pdaTP_6iKmW,New Planetary type discovered!,,,,,,,,,,发现新行星类型！,,,,,,
pdaTP_0S48S,... Analysing Data ...,,,,,,,,,,... 正在分析数据 ...,,,,,,
pdaTP_E0qrO,==,,,,,,,,,,==,,,,,,
pdaTP_SeCIOm8,Arid: Bombed,,,,,,,,,,干旱：被轰炸,,,,,,
pdaZA_aG0Wewm,Planets,,,,,,,,,,行星,,,,,,
pdaTP_WuW4WWa,Congratulations! You discovered a new type of Planetary Type: Arid: Interdicted\n\nCheck the Empyriopedia (F1) for more information about this system space and the benefits of exploring the galaxy!,,,,,,,,,,恭喜！你发现了一种新的行星类型：干旱：封锁\n\n请查看帝国百科（F1）了解关于此星系空间的更多信息以及探索银河的好处！,,,,,,
pdaTP_esaG0Ke,Arid: Cursed,,,,,,,,,,干旱：被诅咒,,,,,,
pdaTP_80ieu,"Parched mountains, rugged savanna and grueling plains, shriveled lake-beds with the remains of once thriving plant and animal life. This hot, dry and unrelenting planet has a thin atmosphere that is un-breathable by humans.\n[u][/u]\n[u]Possible resources:[/u]\nIron, Copper, Neodymium, Cobalt, Promethium, Titanium\n\n[u]Possible weather effects:[/u]\nHeat Wave, Radiated Fog, Meteor Shower\n[u][/u]\n[u][/u][u]Planet type data and possible variations:[/u]\nLife-bearing\nAtmosphere breathable: [c][ffff00]Not always (30% chance)[-][/c]\nAtmospheric O2 fraction: 10 - 20%\nAtmospheric density: 0.9 - 1.5 kg/m³\nDay temperature: 3 to 70°C\nNight temperature: -23 to 60°C\nMinimal water\nCalculated water probability: 70%\nRadiation: 0 - 5 Gy/d\nGravity: 0.9 - 1.2 g",,,,,,,,,,干涸的山脉、崎岖的稀树草原和严酷的平原，干涸的湖床上残留着曾经繁茂的动植物残骸。这颗炎热、干燥且无情的大气稀薄，人类无法呼吸。\n[u][/u]\n[u]可能资源：[/u]\n铁、铜、钕、钴、钷、钛\n\n[u]可能天气效果：[/u]\n热浪、辐射雾、陨石雨\n[u][/u]\n[u][/u][u]行星类型数据和可能变化：[/u]\n有生命的\n大气可呼吸：[c][ffff00]并非总是如此（30%几率）[-][/c]\n大气氧气比例：10 - 20%\n大气密度：0.9 - 1.5 kg/m³\n白天温度：3 到 70°C\n夜间温度：-23 到 60°C\n最少水量\n计算水概率：70%\n辐射：0 - 5 Gy/d\n引力：0.9 - 1.2 g,,,,,,
pdaZA_K4800qe,Planets,,,,,,,,,,行星,,,,,,
pdaTP_OmGqW4O,New Planetary type discovered!,,,,,,,,,,发现新行星类型！,,,,,,
pdaTP_4WaiSuK,New Planetary type discovered!,,,,,,,,,,发现新行星类型！,,,,,,
pdaTP_muOeuq2,... Analysing Data ...,,,,,,,,,,... 正在分析数据 ...,,,,,,
pdaTP_WMqAicq,==,,,,,,,,,,==,,,,,,
pdaTP_OSe0eSW,... Analysing Data ...,,,,,,,,,,... 正在分析数据 ...,,,,,,
pdaTP_CCUnSwa,==,,,,,,,,,,==,,,,,,
pdaZA_ma4eq84,This planet is artificially desiccated from the remains of warfare. The ISI are looking for worlds such as this to review if they need to stage a recovery mission upon them.,,,,,,,,,,这颗行星因战争残余而人为干涸。ISI正在寻找这样的世界，以评估是否需要在其上执行恢复任务。,,,,,,
pdaTP_GCOSOO8,Arid: Interdicted,,,,,,,,,,干旱：封锁,,,,,,
pdaTP_WW8GaO4,New Planetary type discovered!,,,,,,,,,,发现新行星类型！,,,,,,
pdaTP_eK0iOCm,... Analysing Data ...,,,,,,,,,,... 正在分析数据 ...,,,,,,
pdaTP_Ki4muuW,==,,,,,,,,,,==,,,,,,
pdaZA_qaCamKm,Planets,,,,,,,,,,行星,,,,,,
pdaZA_SumEGSi,Barren (Cooled),,,,,,,,,,贫瘠（冷却）,,,,,,
pdaZA_ik0GWiu,Congratulations! You discovered a new type of Planetary Type: Barren Cooled\n\nCheck the Empyriopedia (F1) for more information about this system space and the benefits of exploring the galaxy!,,,,,,,,,,恭喜！你发现了一种新的行星类型：贫瘠冷却\n\n请查看帝国百科（F1）了解关于此星系空间的更多信息以及探索银河的好处！,,,,,,
pdaZA_0uKC00C,New Planetary type discovered!,,,,,,,,,,发现新行星类型！,,,,,,
pdaZA_iaa4C04,... Analysing Data ...,,,,,,,,,,... 正在分析数据 ...,,,,,,
pdaZA_8u0eeS0,==,,,,,,,,,,==,,,,,,
pdaZA_sCWS8Cl,"This barren rock carries its history on the surface: \nCompletely solidified, and no atmosphere to remove tracks and shapes - \nAll encounters will be remembered.",,,,,,,,,,这颗贫瘠的岩石将它的历史刻在表面：\n完全凝固，且没有大气来抹去轨迹和形状——\n所有的遭遇都将被铭记。,,,,,,
pdaZA_8WXGaO4,Planets,,,,,,,,,,行星,,,,,,
pdaTP_KqSqi,Somehow this portion of space seems even colder than the Void should be.,,,,,,,,,,这片太空区域不知为何比虚空应有的温度还要寒冷。,,,,,,
pdaZA_4eiM8uf,Barren: Cursed,,,,,,,,,,贫瘠：被诅咒,,,,,,
pdaZA_iWCmO8O,Congratulations! You discovered a new type of Planetary Type: Barren: Cursed\n\nCheck the Empyriopedia (F1) for more information about this system space and the benefits of exploring the galaxy!,,,,,,,,,,恭喜！你发现了一种新的行星类型：贫瘠：被诅咒\n\n请查看帝国百科（F1）了解关于此星系空间的更多信息以及探索银河的好处！,,,,,,
pdaZA_iimuCmG,Planets,,,,,,,,,,行星,,,,,,
pdaZA_uK4uaOi,Something about this world is not right. The incidents of Ghost Ship's is reportedly higher and the population seems under some sort of mass depression.,,,,,,,,,,这个世界有些不对劲。鬼船事件的报告明显增多，人口似乎处于某种大规模抑郁状态。,,,,,,
pdaZA_DuKOT84,New Planetary type discovered!,,,,,,,,,,发现新行星类型！,,,,,,
pdaZA_qKCugua,... Analysing Data ...,,,,,,,,,,... 正在分析数据 ...,,,,,,
pdaZA_O0u1eiI,==,,,,,,,,,,==,,,,,,
pdaZA_4mS00WY,JunkyardArid,,,,,,,,,,垃圾场干旱,,,,,,
pdaZA_WGWKmae,New Planetary type discovered!,,,,,,,,,,发现新行星类型！,,,,,,
pdaZA_O8Gne4W,... Analysing Data ...,,,,,,,,,,... 正在分析数据 ...,,,,,,
pdaZA_GWai0C0,Congratulations! You discovered a new type of Planetary Type: JunkyardArid\n\nCheck the Empyriopedia (F1) for more information about this system space and the benefits of exploring the galaxy!,,,,,,,,,,恭喜！你发现了一种新的行星类型：垃圾场干旱\n\n请查看帝国百科（F1）了解关于此星系空间的更多信息以及探索银河的好处！,,,,,,
pdaZA_eCWiquG,==,,,,,,,,,,==,,,,,,
pdaZA_Sai6Seu,Planets,,,,,,,,,,行星,,,,,,
pdaZA_m44uCaq,Barren: (Metal Cursed),,,,,,,,,,贫瘠：（金属诅咒）,,,,,,
pdaZA_aS0iue0,Planets,,,,,,,,,,行星,,,,,,
pdaZA_m4O4i4o,Congratulations! You discovered a new planet type: Barren (Scorched)\n\nCheck the Empyriopedia (F1) for more information about the planet and the benefits of exploring the galaxy!,,,,,,,,,,恭喜！你发现了一种新的行星类型：贫瘠（焦灼）\n\n请查看帝国百科（F1）了解关于此星球的更多信息以及探索银河的好处！,,,,,,
pdaZA_qKuGuU8,New Planetary type discovered!,,,,,,,,,,发现新行星类型！,,,,,,
pdaZA_SeCq08G,... Analysing Data ...,,,,,,,,,,... 正在分析数据 ...,,,,,,
pdaZA_0e84WUe,==,,,,,,,,,,==,,,,,,
pdaZA_ZmC440K,Barren: (Interdicted),,,,,,,,,,贫瘠：（封锁）,,,,,,
pdaZA_B0T444s,Planets,,,,,,,,,,行星,,,,,,
pdaZA_W0ScKS4,New Planetary type discovered!,,,,,,,,,,发现新行星类型！,,,,,,
pdaZA_GqSGOSC,... Analysing Data ...,,,,,,,,,,... 正在分析数据 ...,,,,,,
pdaZA_GGafOmA,==,,,,,,,,,,==,,,,,,
pdaZA_dqVNCeq,Barren: Quarantine,,,,,,,,,,贫瘠：隔离,,,,,,
pdaZA_qKqKGku,Congratulations! You discovered a new type of Planetary Type: Barren: Quarantine\n\nCheck the Empyriopedia (F1) for more information about this system space and the benefits of exploring the galaxy!,,,,,,,,,,恭喜！你发现了一种新的行星类型：贫瘠：隔离\n\n请查看帝国百科（F1）了解关于此星系空间的更多信息以及探索银河的好处！,,,,,,
pdaZA_q4eiYeW,Planets,,,,,,,,,,行星,,,,,,
pdaZA_Gse0g0q,New Planetary type discovered!,,,,,,,,,,发现新行星类型！,,,,,,
pdaZA_8GemOKa,... Analysing Data ...,,,,,,,,,,... 正在分析数据 ...,,,,,,
pdaZA_ueO4OSK,==,,,,,,,,,,==,,,,,,
pdaZA_WiiSKe4,"Like the Quarantined worlds, this planet has a deflector shield that prevents planetary landings. Why they have done thins is not immediately apparent. \n\nSome cultures do it for political reasons, to keep control of the planet or its populace? Others for ecological reasons as they dislike the Ionosphere of their world being disrupted by giant thruster drives carving patterns in it.\n\nStill more may have Religious or Philosophical reasons. But one thing all these worlds have in common is they have a higher than normal concentrations of resources or specialised exports!\n\nRegardless of the why, these worlds have become smugglers paradise!",,,,,,,,,,与隔离世界类似，这颗行星有一个偏转护盾阻止行星着陆。他们为什么这样做并不明显。\n\n有些文化出于政治原因这样做，以控制行星或其人口？另一些则出于生态原因，因为他们不喜欢世界电离层被巨大的推进器驱动器搅动出图案。\n\n还有更多可能是出于宗教或哲学原因。但这些世界的共同点是它们拥有高于正常浓度的资源或专业出口！\n\n不管原因如何，这些世界成为了走私者的天堂！,,,,,,
pdaZA_6S0KuOK,Congratulations! You discovered a new type of Planetary Type: Barren: (Interdicted)\n\nCheck the Empyriopedia (F1) for more information about this system space and the benefits of exploring the galaxy!,,,,,,,,,,恭喜！你发现了一种新的行星类型：贫瘠：（封锁）\n\n请查看帝国百科（F1）了解关于此星系空间的更多信息以及探索银河的好处！,,,,,,
pdaZA_S0Oqa4K,"Like the Quarantined worlds, this planet has a deflector shield that prevents planetary landings. Why they have done thins is not immediately apparent. \n\nSome cultures do it for political reasons, to keep control of the planet or its populace? Others for ecological reasons as they dislike the Ionosphere of their world being disrupted by giant thruster drives carving patterns in it.\n\nStill more may have Religious or Philosophical reasons. But one thing all these worlds have in common is they have a higher than normal concentrations of resources or specialised exports!\n\nRegardless of the why, these worlds have become smugglers paradise!",,,,,,,,,,就像隔离世界一样，这颗星球有一个偏导护盾，阻止行星着陆。他们为何这样做，原因并不明显。\n\n有些文化这样做是出于政治原因，为了控制星球或其民众？其他则是出于生态原因，因为他们不喜欢自己世界的电离层被巨大的推进器驱动器在上面雕刻图案所破坏。\n\n还有更多可能是出于宗教或哲学原因。但所有这些世界有一个共同点：它们拥有高于正常浓度的资源或专业出口！\n\n无论原因如何，这些世界已成为走私者的天堂！,,,,,,
